00004,21
00004,30
00004,45
00015,24
00015,38
00015,48
00015,52
00021,2
00026,23
00026,36
00026,56
00026,62
00029,23
00029,37
00031,8
00031,15
00031,16
00038,7
00038,12
00038,16
00038,19
00038,24
00038,29
00038,38
00038,41
00038,46
00038,58
00042,18
00042,41
00042,62
00045,2
00045,13
00045,20
00045,49
00052,12
00052,14
00052,15
00052,18
00054,8
00054,12
00054,46
00057,29
00057,31
00057,53
00062,15
00062,20
00062,26
00062,60
00064,13
00064,49
00065,0
00065,37
00065,40
00065,62
00067,6
00067,37
00067,75
00069,9
00069,24
00069,34
00069,38
00069,46
00069,62
00078,11
00078,68
00079,5
00079,53
00079,54
00083,10
00083,48
00083,55
00083,58
00085,21
00085,31
00085,33
00087,5
00087,8
00087,21
00087,22
00089,19
00089,32
00089,47
00089,50
00089,51
00091,2
00091,19
00091,26
00091,55
00091,60
00095,21
00095,24
00095,27
00099,7
00099,42
00099,47
