00002,5
00004,56
00015,10
00029,31
00032,66
00038,49
00054,26
00057,25
00063,25
00063,70
00065,53
00065,58
00069,21
00070,31
00078,1
00078,21
00083,31
00083,38
00083,68
00085,12
00095,7
00095,23
00095,53
00099,34
00109,15
00112,64
00113,74
00114,14
00115,17
00117,17
00130,28
00130,38
00132,2
00132,59
00136,39
00154,52
00154,54
00159,13
00159,54
00165,67
00167,55
00168,46
00174,52
00178,47
00180,2
00182,53
00182,62
00190,13
00198,17
00202,7
00202,36
00203,58
00212,63
00215,49
00216,4
00216,55
00217,14
00217,26
00219,41
00236,7
00239,6
00239,27
00240,10
00251,37
00251,71
00252,19
00252,28
00252,46
00253,2
00253,17
00253,77
00255,31
00261,24
00261,40
00261,52
00262,57
00272,54
00277,12
00277,44
00280,3
00280,13
00283,28
00288,4
00288,7
00288,28
00289,63
00293,55
00297,34
00309,21
00310,44
00312,72
00313,35
00329,58
00335,38
00346,23
00347,3
00347,39
00363,62
00365,35
00370,1
00370,14
00370,18
00370,48
00370,52
00373,28
00384,13
00387,1
00387,9
00388,10
00388,32
00390,41
00393,46
00394,13
00398,3
00404,71
00410,49
00416,19
00417,20
00417,55
00418,46
00418,50
00420,0
00420,59
00430,51
00437,36
00437,45
00437,46
00437,63
00437,73
00439,7
00439,25
00439,34
00439,75
00442,45
00443,28
00447,41
00458,8
00463,13
00463,26
00477,20
00477,27
00478,17
00478,27
00478,61
00481,48
00481,53
00492,39
00492,72
00495,8
00499,3
00516,17
00517,11
00518,22
00518,45
00518,50
00530,43
00533,22
00534,52
00541,20
00553,67
00556,36
00575,39
00579,14
00584,20
00586,20
00587,51
00597,16
00600,23
00600,67
00605,17
00608,23
00608,39
00609,5
00609,55
00615,8
00616,12
00618,8
00618,28
00618,40
00621,3
00624,31
00630,16
00630,45
00632,43
00638,69
00650,29
00653,39
00654,32
00654,72
00660,62
00672,27
00672,66
00689,32
00697,59
00699,42
00706,51
00707,27
00714,7
00721,12
00721,45
00726,7
00726,15
00736,27
00740,61
00740,62
00744,30
00744,33
00745,26
00757,48
00757,53
00758,18
00758,36
00764,28
00769,17
00773,3
00774,34
00787,14
00789,5
00789,60
00795,12
00797,2
00802,28
00805,36
00814,55
00818,51
00821,14
00835,51
00835,68
00843,35
00843,36
00855,19
00859,49
00870,63
00876,28
00876,41
00883,4
00883,16
00890,18
00891,36
00892,61
00894,27
00899,24
00899,56
00903,38
00909,1
00909,65
00911,22
00912,42
00916,54
00921,24
00925,47
00925,50
00932,20
00932,36
00932,43
00933,51
00937,48
00940,38
00943,23
00943,43
00945,17
00953,36
00959,61
00966,21
00966,67
00971,40
00971,59
00971,60
00983,47
00989,4
